	chr	start	end	gene_id
ENSG00000197446	19	41114431	41114432	ENSG00000197446
ENSG00000268529	19	41134721	41134722	ENSG00000268529
ENSG00000224476	19	41169860	41169861	ENSG00000224476
ENSG00000264423	19	41191228	41191229	ENSG00000264423
ENSG00000167600	19	41193209	41193210	ENSG00000167600
ENSG00000167601	19	41219222	41219223	ENSG00000167601
ENSG00000269652	19	41222050	41222051	ENSG00000269652
ENSG00000105323	19	41262495	41262496	ENSG00000105323
ENSG00000239868	19	41286692	41286693	ENSG00000239868
ENSG00000142039	19	41310171	41310172	ENSG00000142039
ENSG00000286177	19	41310411	41310412	ENSG00000286177
ENSG00000255730	19	41350852	41350853	ENSG00000255730
ENSG00000142046	19	41350910	41350911	ENSG00000142046
ENSG00000105329	19	41353910	41353911	ENSG00000105329
ENSG00000123810	19	41364164	41364165	ENSG00000123810
ENSG00000277744	19	41373970	41373971	ENSG00000277744
ENSG00000077348	19	41397358	41397359	ENSG00000077348
ENSG00000248098	19	41397807	41397808	ENSG00000248098
ENSG00000268987	19	41399371	41399372	ENSG00000268987
ENSG00000268475	19	41425358	41425359	ENSG00000268475
ENSG00000177191	19	41428729	41428730	ENSG00000177191
ENSG00000105341	19	41440716	41440717	ENSG00000105341
ENSG00000277136	19	41442391	41442392	ENSG00000277136
ENSG00000204978	19	41443157	41443158	ENSG00000204978
ENSG00000267107	19	41501222	41501223	ENSG00000267107
ENSG00000268034	19	41506151	41506152	ENSG00000268034
ENSG00000269800	19	41521988	41521989	ENSG00000269800
ENSG00000268355	19	41531205	41531206	ENSG00000268355
ENSG00000270164	19	41535182	41535183	ENSG00000270164
ENSG00000268027	19	41545191	41545192	ENSG00000268027
ENSG00000007129	19	41549517	41549518	ENSG00000007129
ENSG00000280014	19	41552273	41552274	ENSG00000280014
ENSG00000239736	19	41599734	41599735	ENSG00000239736
ENSG00000269266	19	41605670	41605671	ENSG00000269266
ENSG00000105352	19	41627073	41627074	ENSG00000105352
ENSG00000268997	19	41638898	41638899	ENSG00000268997
ENSG00000269354	19	41640601	41640602	ENSG00000269354
ENSG00000268582	19	41652675	41652676	ENSG00000268582
ENSG00000007306	19	41706975	41706976	ENSG00000007306
ENSG00000105388	19	41708584	41708585	ENSG00000105388
ENSG00000267881	19	41708611	41708612	ENSG00000267881
ENSG00000086548	19	41750976	41750977	ENSG00000086548
ENSG00000268833	19	41786892	41786893	ENSG00000268833
ENSG00000170956	19	41796586	41796587	ENSG00000170956
ENSG00000269119	19	41829691	41829692	ENSG00000269119
ENSG00000278239	19	41835949	41835950	ENSG00000278239
ENSG00000273111	19	41844696	41844697	ENSG00000273111
ENSG00000142025	19	41844742	41844743	ENSG00000142025
ENSG00000105372	19	41859917	41859918	ENSG00000105372
ENSG00000276926	19	41869626	41869627	ENSG00000276926
ENSG00000105369	19	41877119	41877120	ENSG00000105369
ENSG00000076928	19	41883160	41883161	ENSG00000076928
ENSG00000268041	19	41928515	41928516	ENSG00000268041
ENSG00000105404	19	41959320	41959321	ENSG00000105404
ENSG00000285505	19	41994231	41994232	ENSG00000285505
ENSG00000105409	19	41997496	41997497	ENSG00000105409
ENSG00000105732	19	42068476	42068477	ENSG00000105732
ENSG00000105737	19	42069497	42069498	ENSG00000105737
ENSG00000254887	19	42132554	42132555	ENSG00000254887
ENSG00000266226	19	42133512	42133513	ENSG00000266226
ENSG00000259436	19	42152568	42152569	ENSG00000259436
ENSG00000028277	19	42196584	42196585	ENSG00000028277
ENSG00000160570	19	42220139	42220140	ENSG00000160570
ENSG00000167625	19	42220270	42220271	ENSG00000167625
ENSG00000105723	19	42242624	42242625	ENSG00000105723
ENSG00000279539	19	42242774	42242775	ENSG00000279539
ENSG00000105722	19	42255127	42255128	ENSG00000105722
ENSG00000268643	19	42255131	42255132	ENSG00000268643
ENSG00000079432	19	42268536	42268537	ENSG00000079432
ENSG00000188368	19	42302097	42302098	ENSG00000188368
ENSG00000079462	19	42303545	42303546	ENSG00000079462
ENSG00000167619	19	42313308	42313309	ENSG00000167619
ENSG00000105429	19	42325608	42325609	ENSG00000105429
ENSG00000277533	19	42351130	42351131	ENSG00000277533
ENSG00000105427	19	42390296	42390297	ENSG00000105427
ENSG00000213904	19	42397127	42397128	ENSG00000213904
ENSG00000268605	19	42425070	42425071	ENSG00000268605
ENSG00000079435	19	42427387	42427388	ENSG00000079435
ENSG00000189377	19	42443047	42443048	ENSG00000189377
ENSG00000253048	19	42472874	42472875	ENSG00000253048
ENSG00000269374	19	42485713	42485714	ENSG00000269374
ENSG00000079385	19	42561233	42561234	ENSG00000079385
ENSG00000230558	19	42561749	42561750	ENSG00000230558
ENSG00000124469	19	42595054	42595055	ENSG00000124469
ENSG00000233681	19	42633033	42633034	ENSG00000233681
ENSG00000231561	19	42654199	42654200	ENSG00000231561
ENSG00000243167	19	42670004	42670005	ENSG00000243167
ENSG00000221826	19	42740480	42740481	ENSG00000221826
ENSG00000238092	19	42786594	42786595	ENSG00000238092
ENSG00000225877	19	42821862	42821863	ENSG00000225877
ENSG00000124467	19	42855690	42855691	ENSG00000124467
ENSG00000248257	19	42855717	42855718	ENSG00000248257
ENSG00000231924	19	42879821	42879822	ENSG00000231924
ENSG00000170848	19	42919562	42919563	ENSG00000170848
ENSG00000221878	19	42937177	42937178	ENSG00000221878
ENSG00000227349	19	42950386	42950387	ENSG00000227349
ENSG00000282943	19	42977462	42977463	ENSG00000282943
ENSG00000243130	19	43026473	43026474	ENSG00000243130
ENSG00000236932	19	43041247	43041248	ENSG00000236932
ENSG00000242221	19	43083044	43083045	ENSG00000242221
ENSG00000230529	19	43097359	43097360	ENSG00000230529
ENSG00000227606	19	43153278	43153279	ENSG00000227606
ENSG00000204941	19	43186535	43186536	ENSG00000204941
ENSG00000243137	19	43207298	43207299	ENSG00000243137
ENSG00000241104	19	43248645	43248646	ENSG00000241104
ENSG00000183668	19	43269529	43269530	ENSG00000183668
ENSG00000236123	19	43284317	43284318	ENSG00000236123
ENSG00000230681	19	43304522	43304523	ENSG00000230681
ENSG00000231412	19	43331429	43331430	ENSG00000231412
ENSG00000204936	19	43353685	43353686	ENSG00000204936
ENSG00000272396	19	43368969	43368970	ENSG00000272396
ENSG00000204933	19	43379122	43379123	ENSG00000204933
ENSG00000131126	19	43401495	43401496	ENSG00000131126
ENSG00000124466	19	43465607	43465608	ENSG00000124466
ENSG00000176531	19	43504934	43504935	ENSG00000176531
ENSG00000176472	19	43525496	43525497	ENSG00000176472
ENSG00000105755	19	43527229	43527230	ENSG00000105755
ENSG00000269177	19	43553444	43553445	ENSG00000269177
ENSG00000269583	19	43574637	43574638	ENSG00000269583
ENSG00000234465	19	43575800	43575801	ENSG00000234465
ENSG00000073050	19	43580472	43580473	ENSG00000073050
ENSG00000268361	19	43593035	43593036	ENSG00000268361
ENSG00000167378	19	43596134	43596135	ENSG00000167378
ENSG00000124444	19	43596391	43596392	ENSG00000124444
ENSG00000226763	19	43596616	43596617	ENSG00000226763
ENSG00000131116	19	43619628	43619629	ENSG00000131116
ENSG00000105767	19	43639849	43639850	ENSG00000105767
ENSG00000239948	19	43660775	43660776	ENSG00000239948
ENSG00000011422	19	43670546	43670547	ENSG00000011422
ENSG00000283525	19	43690001	43690002	ENSG00000283525
ENSG00000124449	19	43716075	43716076	ENSG00000124449
ENSG00000105771	19	43754961	43754962	ENSG00000105771
ENSG00000104783	19	43781256	43781257	ENSG00000104783
ENSG00000268601	19	43795657	43795658	ENSG00000268601
ENSG00000159871	19	43827205	43827206	ENSG00000159871
ENSG00000167637	19	43827320	43827321	ENSG00000167637
ENSG00000278917	19	43891232	43891233	ENSG00000278917
ENSG00000176222	19	43901384	43901385	ENSG00000176222
ENSG00000267058	19	43901804	43901805	ENSG00000267058
ENSG00000267191	19	43902000	43902001	ENSG00000267191
ENSG00000124459	19	43935281	43935282	ENSG00000124459
ENSG00000159905	19	43951222	43951223	ENSG00000159905
ENSG00000204920	19	43967861	43967862	ENSG00000204920
ENSG00000277806	19	43976814	43976815	ENSG00000277806
ENSG00000278492	19	43978375	43978376	ENSG00000278492
ENSG00000266921	19	44002835	44002836	ENSG00000266921
ENSG00000159882	19	44002956	44002957	ENSG00000159882
ENSG00000267144	19	44025261	44025262	ENSG00000267144
ENSG00000159885	19	44025341	44025342	ENSG00000159885
ENSG00000267022	19	44025353	44025354	ENSG00000267022
ENSG00000178386	19	44051366	44051367	ENSG00000178386
ENSG00000186026	19	44072158	44072159	ENSG00000186026
ENSG00000253021	19	44085302	44085303	ENSG00000253021
ENSG00000267680	19	44094338	44094339	ENSG00000267680
ENSG00000256294	19	44112180	44112181	ENSG00000256294
ENSG00000186019	19	44113144	44113145	ENSG00000186019
ENSG00000263002	19	44141553	44141554	ENSG00000263002
ENSG00000167380	19	44165072	44165073	ENSG00000167380
ENSG00000131115	19	44207546	44207547	ENSG00000131115
ENSG00000279103	19	44248373	44248374	ENSG00000279103
ENSG00000159915	19	44259879	44259880	ENSG00000159915
ENSG00000270679	19	44290080	44290081	ENSG00000270679
ENSG00000267590	19	44297103	44297104	ENSG00000267590
ENSG00000159917	19	44305045	44305046	ENSG00000159917
ENSG00000062370	19	44367216	44367217	ENSG00000062370
ENSG00000267173	19	44401607	44401608	ENSG00000267173
ENSG00000267508	19	44401607	44401608	ENSG00000267508
ENSG00000267188	19	44448451	44448452	ENSG00000267188
ENSG00000278318	19	44448577	44448578	ENSG00000278318
ENSG00000176761	19	44467640	44467641	ENSG00000176761
ENSG00000167384	19	44500523	44500524	ENSG00000167384
ENSG00000273777	19	44529787	44529788	ENSG00000273777
ENSG00000267614	19	44536612	44536613	ENSG00000267614
ENSG00000224366	19	44570563	44570564	ENSG00000224366
ENSG00000216588	19	44613562	44613563	ENSG00000216588
ENSG00000230666	19	44620820	44620821	ENSG00000230666
ENSG00000073008	19	44643797	44643798	ENSG00000073008
ENSG00000283673	19	44653731	44653732	ENSG00000283673
ENSG00000186567	19	44662277	44662278	ENSG00000186567
ENSG00000279095	19	44664130	44664131	ENSG00000279095
ENSG00000213892	19	44699150	44699151	ENSG00000213892
ENSG00000266903	19	44718758	44718759	ENSG00000266903
ENSG00000252200	19	44726057	44726058	ENSG00000252200
ENSG00000069399	19	44747704	44747705	ENSG00000069399
ENSG00000284258	19	44758656	44758657	ENSG00000284258
ENSG00000253027	19	44764949	44764950	ENSG00000253027
ENSG00000236807	19	44765147	44765148	ENSG00000236807
ENSG00000142273	19	44777868	44777869	ENSG00000142273
ENSG00000285128	19	44803700	44803701	ENSG00000285128
ENSG00000187244	19	44809058	44809059	ENSG00000187244
ENSG00000130202	19	44846174	44846175	ENSG00000130202
ENSG00000130204	19	44890568	44890569	ENSG00000130204
ENSG00000267282	19	44890875	44890876	ENSG00000267282
ENSG00000130203	19	44905790	44905791	ENSG00000130203
ENSG00000280087	19	44909374	44909375	ENSG00000280087
ENSG00000130208	19	44914246	44914247	ENSG00000130208
ENSG00000214855	19	44926803	44926804	ENSG00000214855
ENSG00000267467	19	44942236	44942237	ENSG00000267467
ENSG00000224916	19	44942237	44942238	ENSG00000224916
ENSG00000234906	19	44945970	44945971	ENSG00000234906
ENSG00000267114	19	44954006	44954007	ENSG00000267114
ENSG00000104853	19	44954584	44954585	ENSG00000104853
ENSG00000104856	19	45001448	45001449	ENSG00000104856
ENSG00000104859	19	45039044	45039045	ENSG00000104859
ENSG00000207003	19	45047457	45047458	ENSG00000207003
ENSG00000170684	19	45076586	45076587	ENSG00000170684
ENSG00000142252	19	45079194	45079195	ENSG00000142252
ENSG00000007047	19	45079287	45079288	ENSG00000007047
ENSG00000267348	19	45090390	45090391	ENSG00000267348
ENSG00000104866	19	45091395	45091396	ENSG00000104866
ENSG00000267346	19	45128568	45128569	ENSG00000267346
ENSG00000267044	19	45136976	45136977	ENSG00000267044
ENSG00000179846	19	45158736	45158737	ENSG00000179846
ENSG00000007255	19	45178236	45178237	ENSG00000007255
ENSG00000189114	19	45178744	45178745	ENSG00000189114
ENSG00000267545	19	45179821	45179822	ENSG00000267545
ENSG00000266958	19	45187387	45187388	ENSG00000266958
ENSG00000283632	19	45245430	45245431	ENSG00000283632
ENSG00000104879	19	45322874	45322875	ENSG00000104879
ENSG00000242675	19	45333123	45333124	ENSG00000242675
ENSG00000104892	19	45333433	45333434	ENSG00000104892
ENSG00000104884	19	45370917	45370918	ENSG00000104884
ENSG00000117877	19	45406208	45406209	ENSG00000117877
ENSG00000104881	19	45406348	45406349	ENSG00000104881
ENSG00000275726	19	45436653	45436654	ENSG00000275726
ENSG00000125740	19	45467994	45467995	ENSG00000125740
ENSG00000012061	19	45478827	45478828	ENSG00000012061
ENSG00000213889	19	45488776	45488777	ENSG00000213889
ENSG00000125744	19	45497054	45497055	ENSG00000125744
ENSG00000125753	19	45506578	45506579	ENSG00000125753
ENSG00000125741	19	45602211	45602212	ENSG00000125741
ENSG00000177464	19	45602211	45602212	ENSG00000177464
ENSG00000284544	19	45639086	45639087	ENSG00000284544
ENSG00000267757	19	45641493	45641494	ENSG00000267757
ENSG00000125746	19	45645628	45645629	ENSG00000125746
ENSG00000241226	19	45651509	45651510	ENSG00000241226
ENSG00000010310	19	45668220	45668221	ENSG00000010310
ENSG00000207773	19	45674927	45674928	ENSG00000207773
ENSG00000283212	19	45675007	45675008	ENSG00000283212
ENSG00000125743	19	45692568	45692569	ENSG00000125743
ENSG00000011478	19	45692665	45692666	ENSG00000011478
ENSG00000279407	19	45717380	45717381	ENSG00000279407
ENSG00000177051	19	45730895	45730896	ENSG00000177051
ENSG00000237452	19	45733250	45733251	ENSG00000237452
ENSG00000259605	19	45764784	45764785	ENSG00000259605
ENSG00000267395	19	45767795	45767796	ENSG00000267395
ENSG00000177045	19	45769251	45769252	ENSG00000177045
ENSG00000104936	19	45782551	45782552	ENSG00000104936
ENSG00000268434	19	45785972	45785973	ENSG00000268434
ENSG00000185800	19	45792844	45792845	ENSG00000185800
ENSG00000104941	19	45815307	45815308	ENSG00000104941
ENSG00000269148	19	45830163	45830164	ENSG00000269148
ENSG00000125755	19	45863289	45863290	ENSG00000125755
ENSG00000170608	19	45863988	45863989	ENSG00000170608
ENSG00000170604	19	45886140	45886141	ENSG00000170604
ENSG00000176182	19	45902612	45902613	ENSG00000176182
ENSG00000188425	19	45914869	45914870	ENSG00000188425
ENSG00000104967	19	45973864	45973865	ENSG00000104967
ENSG00000104983	19	45995460	45995461	ENSG00000104983
ENSG00000211580	19	46018931	46018932	ENSG00000211580
ENSG00000008438	19	46023052	46023053	ENSG00000008438
ENSG00000268401	19	46027653	46027654	ENSG00000268401
ENSG00000204869	19	46077117	46077118	ENSG00000204869
ENSG00000267922	19	46101121	46101122	ENSG00000267922
ENSG00000268053	19	46113862	46113863	ENSG00000268053
ENSG00000188624	19	46124687	46124688	ENSG00000188624
ENSG00000259339	19	46137546	46137547	ENSG00000259339
ENSG00000204866	19	46143105	46143106	ENSG00000204866
ENSG00000269729	19	46180646	46180647	ENSG00000269729
ENSG00000268879	19	46196237	46196238	ENSG00000268879
ENSG00000268621	19	46203082	46203083	ENSG00000268621
ENSG00000268460	19	46203425	46203426	ENSG00000268460
ENSG00000269637	19	46219422	46219423	ENSG00000269637
ENSG00000188293	19	46229741	46229742	ENSG00000188293
ENSG00000269745	19	46230387	46230388	ENSG00000269745
ENSG00000277748	19	46250162	46250163	ENSG00000277748
ENSG00000268238	19	46260857	46260858	ENSG00000268238
ENSG00000124440	19	46297045	46297046	ENSG00000124440
ENSG00000199796	19	46306576	46306577	ENSG00000199796
ENSG00000269124	19	46340003	46340004	ENSG00000269124
ENSG00000011485	19	46346993	46346994	ENSG00000011485
ENSG00000268810	19	46383168	46383169	ENSG00000268810
ENSG00000269151	19	46390851	46390852	ENSG00000269151
ENSG00000169515	19	46413661	46413662	ENSG00000169515
ENSG00000277531	19	46428950	46428951	ENSG00000277531
ENSG00000182013	19	46471562	46471563	ENSG00000182013
ENSG00000204850	19	46494507	46494508	ENSG00000204850
ENSG00000204851	19	46496497	46496498	ENSG00000204851
ENSG00000278797	19	46533668	46533669	ENSG00000278797
ENSG00000249210	19	46558640	46558641	ENSG00000249210
ENSG00000268423	19	46600860	46600861	ENSG00000268423
ENSG00000160014	19	46601073	46601074	ENSG00000160014
ENSG00000230510	19	46601199	46601200	ENSG00000230510
ENSG00000269292	19	46610778	46610779	ENSG00000269292
ENSG00000160013	19	46625088	46625089	ENSG00000160013
ENSG00000167414	19	46634684	46634685	ENSG00000167414
ENSG00000279161	19	46639160	46639161	ENSG00000279161
ENSG00000245598	19	46660363	46660364	ENSG00000245598
ENSG00000197380	19	46661181	46661182	ENSG00000197380
ENSG00000243560	19	46689067	46689068	ENSG00000243560
ENSG00000211513	19	46709344	46709345	ENSG00000211513
ENSG00000105287	19	46717126	46717127	ENSG00000105287
ENSG00000269487	19	46728602	46728603	ENSG00000269487
ENSG00000222614	19	46736311	46736312	ENSG00000222614
ENSG00000181027	19	46746045	46746046	ENSG00000181027
ENSG00000090372	19	46746993	46746994	ENSG00000090372
ENSG00000275719	19	46787814	46787815	ENSG00000275719
ENSG00000105281	19	46788593	46788594	ENSG00000105281
ENSG00000275862	19	46809582	46809583	ENSG00000275862
ENSG00000269576	19	46809584	46809585	ENSG00000269576
ENSG00000269014	19	46828439	46828440	ENSG00000269014
ENSG00000042753	19	46850991	46850992	ENSG00000042753
ENSG00000160007	19	46918675	46918676	ENSG00000160007
ENSG00000279948	19	46946534	46946535	ENSG00000279948
ENSG00000130751	19	47019819	47019820	ENSG00000130751
ENSG00000130748	19	47048623	47048624	ENSG00000130748
ENSG00000142230	19	47113273	47113274	ENSG00000142230
ENSG00000130749	19	47113775	47113776	ENSG00000130749
ENSG00000265134	19	47226941	47226942	ENSG00000265134
ENSG00000284411	19	47227018	47227019	ENSG00000284411
ENSG00000105327	19	47232765	47232766	ENSG00000105327
ENSG00000105321	19	47255979	47255980	ENSG00000105321
ENSG00000257704	19	47274452	47274453	ENSG00000257704
ENSG00000197405	19	47290022	47290023	ENSG00000197405
ENSG00000134830	19	47332146	47332147	ENSG00000134830
ENSG00000134815	19	47349314	47349315	ENSG00000134815
ENSG00000105419	19	47419522	47419523	ENSG00000105419
ENSG00000118160	19	47471892	47471893	ENSG00000118160
ENSG00000118162	19	47484264	47484265	ENSG00000118162
ENSG00000268061	19	47484281	47484282	ENSG00000268061
ENSG00000279861	19	47489518	47489519	ENSG00000279861
ENSG00000105402	19	47515090	47515091	ENSG00000105402
ENSG00000118156	19	47555855	47555856	ENSG00000118156
ENSG00000276588	19	47581022	47581023	ENSG00000276588
ENSG00000268746	19	47607523	47607524	ENSG00000268746
ENSG00000063169	19	47608195	47608196	ENSG00000063169
ENSG00000277383	19	47608453	47608454	ENSG00000277383
ENSG00000269806	19	47626394	47626395	ENSG00000269806
ENSG00000278999	19	47663894	47663895	ENSG00000278999
ENSG00000024422	19	47713421	47713422	ENSG00000024422
ENSG00000105373	19	47745545	47745546	ENSG00000105373
ENSG00000221803	19	47755852	47755853	ENSG00000221803
ENSG00000269656	19	47768839	47768840	ENSG00000269656
ENSG00000178980	19	47778584	47778585	ENSG00000178980
ENSG00000271150	19	47794649	47794650	ENSG00000271150
ENSG00000213035	19	47794889	47794890	ENSG00000213035
ENSG00000178928	19	47819050	47819051	ENSG00000178928
ENSG00000105392	19	47819778	47819779	ENSG00000105392
ENSG00000259009	19	47860112	47860113	ENSG00000259009
ENSG00000259108	19	47865340	47865341	ENSG00000259108
ENSG00000105398	19	47886314	47886315	ENSG00000105398
ENSG00000188334	19	47992169	47992170	ENSG00000188334
ENSG00000169393	19	47994631	47994632	ENSG00000169393
ENSG00000105507	19	48044052	48044053	ENSG00000105507
ENSG00000269420	19	48061370	48061371	ENSG00000269420
ENSG00000105499	19	48110816	48110817	ENSG00000105499
ENSG00000269534	19	48118431	48118432	ENSG00000269534
ENSG00000269321	19	48145907	48145908	ENSG00000269321
ENSG00000105486	19	48170602	48170603	ENSG00000105486
ENSG00000185453	19	48170679	48170680	ENSG00000185453
ENSG00000280353	19	48199719	48199720	ENSG00000280353
ENSG00000268583	19	48204082	48204083	ENSG00000268583
ENSG00000268001	19	48255674	48255675	ENSG00000268001
ENSG00000105483	19	48255945	48255946	ENSG00000105483
ENSG00000178150	19	48270080	48270081	ENSG00000178150
ENSG00000268186	19	48271282	48271283	ENSG00000268186
ENSG00000142227	19	48321508	48321509	ENSG00000142227
ENSG00000105479	19	48321893	48321894	ENSG00000105479
ENSG00000161558	19	48364058	48364059	ENSG00000161558
ENSG00000105467	19	48364394	48364395	ENSG00000105467
ENSG00000105438	19	48391550	48391551	ENSG00000105438
ENSG00000105464	19	48394874	48394875	ENSG00000105464
ENSG00000105447	19	48445772	48445773	ENSG00000105447
ENSG00000182324	19	48455508	48455509	ENSG00000182324
ENSG00000268465	19	48465836	48465837	ENSG00000268465
ENSG00000105443	19	48469207	48469208	ENSG00000105443
ENSG00000268530	19	48469692	48469693	ENSG00000268530
ENSG00000269814	19	48513659	48513660	ENSG00000269814
ENSG00000142235	19	48513934	48513935	ENSG00000142235
ENSG00000088002	19	48552074	48552075	ENSG00000088002
ENSG00000177202	19	48606741	48606742	ENSG00000177202
ENSG00000105523	19	48614853	48614854	ENSG00000105523
ENSG00000063177	19	48619183	48619184	ENSG00000063177
ENSG00000063176	19	48619290	48619291	ENSG00000063176
ENSG00000268093	19	48624131	48624132	ENSG00000268093
ENSG00000105516	19	48637437	48637438	ENSG00000105516
ENSG00000232871	19	48638070	48638071	ENSG00000232871
ENSG00000063180	19	48646186	48646187	ENSG00000063180
ENSG00000142233	19	48673080	48673081	ENSG00000142233
ENSG00000176920	19	48695970	48695971	ENSG00000176920
ENSG00000176909	19	48719724	48719725	ENSG00000176909
ENSG00000105538	19	48740609	48740610	ENSG00000105538
ENSG00000182264	19	48746908	48746909	ENSG00000182264
ENSG00000174951	19	48755389	48755390	ENSG00000174951
ENSG00000105550	19	48755558	48755559	ENSG00000105550
ENSG00000206758	19	48793257	48793258	ENSG00000206758
ENSG00000286024	19	48807320	48807321	ENSG00000286024
ENSG00000105552	19	48811028	48811029	ENSG00000105552
ENSG00000087076	19	48836509	48836510	ENSG00000087076
ENSG00000105559	19	48868616	48868617	ENSG00000105559
ENSG00000087074	19	48872420	48872421	ENSG00000087074
ENSG00000104804	19	48898732	48898733	ENSG00000104804
ENSG00000104805	19	48900311	48900312	ENSG00000104805
ENSG00000235191	19	48918890	48918891	ENSG00000235191
ENSG00000260366	19	48926170	48926171	ENSG00000260366
ENSG00000104808	19	48933698	48933699	ENSG00000104808
ENSG00000087088	19	48954814	48954815	ENSG00000087088
ENSG00000267898	19	48963974	48963975	ENSG00000267898
ENSG00000087086	19	48965308	48965309	ENSG00000087086
ENSG00000104812	19	48993309	48993310	ENSG00000104812
ENSG00000183207	19	48993561	48993562	ENSG00000183207
ENSG00000273898	19	49009905	49009906	ENSG00000273898
ENSG00000104826	19	49017090	49017091	ENSG00000104826
ENSG00000268655	19	49020522	49020523	ENSG00000268655
ENSG00000104827	19	49024332	49024333	ENSG00000104827
ENSG00000267019	19	49026019	49026020	ENSG00000267019
ENSG00000267099	19	49029725	49029726	ENSG00000267099
ENSG00000104818	19	49031911	49031912	ENSG00000104818
ENSG00000267335	19	49036894	49036895	ENSG00000267335
ENSG00000267631	19	49036894	49036895	ENSG00000267631
ENSG00000267685	19	49039037	49039038	ENSG00000267685
ENSG00000268669	19	49042173	49042174	ENSG00000268669
ENSG00000189052	19	49043847	49043848	ENSG00000189052
ENSG00000213030	19	49049105	49049106	ENSG00000213030
ENSG00000269706	19	49050845	49050846	ENSG00000269706
ENSG00000283251	19	49058760	49058761	ENSG00000283251
ENSG00000196337	19	49058859	49058860	ENSG00000196337
ENSG00000268108	19	49060612	49060613	ENSG00000268108
ENSG00000268287	19	49064258	49064259	ENSG00000268287
ENSG00000225950	19	49065053	49065054	ENSG00000225950
ENSG00000283663	19	49065075	49065076	ENSG00000283663
ENSG00000104848	19	49072940	49072941	ENSG00000104848
ENSG00000265675	19	49081331	49081332	ENSG00000265675
ENSG00000104852	19	49085418	49085419	ENSG00000104852
ENSG00000104863	19	49114323	49114324	ENSG00000104863
ENSG00000221916	19	49119142	49119143	ENSG00000221916
ENSG00000177380	19	49119543	49119544	ENSG00000177380
ENSG00000130528	19	49155395	49155396	ENSG00000130528
ENSG00000130529	19	49157740	49157741	ENSG00000130529
ENSG00000269009	19	49256101	49256102	ENSG00000269009
ENSG00000235555	19	49275118	49275119	ENSG00000235555
ENSG00000265407	19	49308867	49308868	ENSG00000265407
ENSG00000063127	19	49325224	49325225	ENSG00000063127
ENSG00000104894	19	49335170	49335171	ENSG00000104894
ENSG00000197813	19	49340302	49340303	ENSG00000197813
ENSG00000268157	19	49356151	49356152	ENSG00000268157
ENSG00000104901	19	49361782	49361783	ENSG00000104901
ENSG00000074219	19	49362456	49362457	ENSG00000074219
ENSG00000268686	19	49388080	49388081	ENSG00000268686
ENSG00000161609	19	49388218	49388219	ENSG00000161609
ENSG00000142538	19	49423440	49423441	ENSG00000142538
ENSG00000261949	19	49423748	49423749	ENSG00000261949
ENSG00000104888	19	49442359	49442360	ENSG00000104888
ENSG00000161618	19	49453224	49453225	ENSG00000161618
ENSG00000104872	19	49453496	49453497	ENSG00000104872
ENSG00000269469	19	49462751	49462752	ENSG00000269469
ENSG00000090554	19	49474206	49474207	ENSG00000090554
ENSG00000273189	19	49474585	49474586	ENSG00000273189
ENSG00000142541	19	49487553	49487554	ENSG00000142541
ENSG00000201675	19	49489964	49489965	ENSG00000201675
ENSG00000199631	19	49490614	49490615	ENSG00000199631
ENSG00000202503	19	49490903	49490904	ENSG00000202503
ENSG00000200259	19	49491174	49491175	ENSG00000200259
ENSG00000142534	19	49496364	49496365	ENSG00000142534
ENSG00000200530	19	49497719	49497720	ENSG00000200530
ENSG00000207782	19	49500867	49500868	ENSG00000207782
ENSG00000268681	19	49502638	49502639	ENSG00000268681
ENSG00000104870	19	49506815	49506816	ENSG00000104870
ENSG00000142552	19	49528002	49528003	ENSG00000142552
ENSG00000207073	19	49566671	49566672	ENSG00000207073
ENSG00000126460	19	49580645	49580646	ENSG00000126460
ENSG00000142546	19	49590261	49590262	ENSG00000142546
ENSG00000126464	19	49591181	49591182	ENSG00000126464
ENSG00000268636	19	49626438	49626439	ENSG00000268636
ENSG00000126458	19	49640142	49640143	ENSG00000126458
ENSG00000126461	19	49642208	49642209	ENSG00000126461
ENSG00000126453	19	49665141	49665142	ENSG00000126453
ENSG00000126456	19	49665874	49665875	ENSG00000126456
ENSG00000126457	19	49675785	49675786	ENSG00000126457
ENSG00000274306	19	49682116	49682117	ENSG00000274306
ENSG00000224420	19	49688663	49688664	ENSG00000224420
ENSG00000268677	19	49690572	49690573	ENSG00000268677
ENSG00000169169	19	49690897	49690898	ENSG00000169169
ENSG00000243829	19	49720080	49720081	ENSG00000243829
ENSG00000126467	19	49763305	49763306	ENSG00000126467
ENSG00000206599	19	49764629	49764630	ENSG00000206599
ENSG00000196961	19	49766967	49766968	ENSG00000196961
ENSG00000276270	19	49791865	49791866	ENSG00000276270
ENSG00000269194	19	49808932	49808933	ENSG00000269194
ENSG00000010361	19	49817375	49817376	ENSG00000010361
ENSG00000104973	19	49818278	49818279	ENSG00000104973
ENSG00000284114	19	49832017	49832018	ENSG00000284114
ENSG00000104960	19	49850734	49850735	ENSG00000104960
ENSG00000268006	19	49851675	49851676	ENSG00000268006
ENSG00000265954	19	49854590	49854591	ENSG00000265954
ENSG00000268047	19	49854966	49854967	ENSG00000268047
ENSG00000269352	19	49859288	49859289	ENSG00000269352
ENSG00000104946	19	49877424	49877425	ENSG00000104946
ENSG00000039650	19	49878350	49878351	ENSG00000039650
